topic,target_word,rank,human_similar_word,human_similarity,ai_similar_word,ai_similarity
경제학,으로,1,으로만,0.7000298500061035,소천체,0.4737514555454254
경제학,으로,2,으로까지,0.6821738481521606,달라붙다,0.4470098316669464
경제학,으로,3,으로나,0.6438743472099304,으로만,0.43267571926116943
경제학,으로,4,으로의,0.6355474591255188,정맥,0.4293229877948761
경제학,으로,5,떠밀다,0.6181491017341614,끌리다,0.4258541166782379
경제학,으로,6,으로도,0.5959460735321045,되돌아오다,0.41675710678100586
경제학,으로,7,음으로,0.5811930298805237,날아가다,0.41638126969337463
경제학,으로,8,양으로,0.5771607160568237,혈관,0.4157510995864868
경제학,으로,9,시나리오,0.5708715319633484,탄성,0.4157388508319855
경제학,으로,10,시원,0.5692206025123596,왜소행성,0.41442713141441345
경제학,에서,1,에서야,0.8138108849525452,에서도,0.6523822546005249
경제학,에서,2,에서가,0.7906768918037415,에서는,0.6363891363143921
경제학,에서,3,에서나,0.7871052026748657,에서의,0.5869608521461487
경제학,에서,4,에서와,0.7581706047058105,에서만,0.5365782380104065
경제학,에서,5,에서만,0.716564416885376,에서부터,0.4669467806816101
경제학,에서,6,에서도,0.7057799100875854,대부분,0.4659234583377838
경제학,에서,7,에서처럼,0.6954183578491211,오가다,0.45871618390083313
경제학,에서,8,에서의,0.6867841482162476,우연히,0.45816218852996826
경제학,에서,9,에서조차,0.6852959394454956,만나다,0.4507104158401489
경제학,에서,10,좁히다,0.63722163438797,마르다,0.44528695940971375
경제학,가격,1,시세,0.7403309941291809,거래량,0.6924532055854797
경제학,가격,2,땅값,0.7120702862739563,급량,0.6590132117271423
경제학,가격,3,비싸다,0.7022953033447266,시장,0.6561163067817688
경제학,가격,4,종목,0.6909412145614624,소비자잉여,0.6245762705802917
경제학,가격,5,책정,0.6841356158256531,판매,0.6168267130851746
경제학,가격,6,싸다,0.6745838522911072,구매,0.6086679697036743
경제학,가격,7,물량,0.670604407787323,수요,0.6026360392570496
경제학,가격,8,하락,0.6697191596031189,가격탄력성,0.5949656367301941
경제학,가격,9,급등,0.6667317152023315,소비자,0.5921957492828369
경제학,가격,10,감정평가,0.6660766005516052,해외여행,0.5831970572471619
법률·법학,으로,1,으로만,0.7000298500061035,소천체,0.4737514555454254
법률·법학,으로,2,으로까지,0.6821738481521606,달라붙다,0.4470098316669464
법률·법학,으로,3,으로나,0.6438743472099304,으로만,0.43267571926116943
법률·법학,으로,4,으로의,0.6355474591255188,정맥,0.4293229877948761
법률·법학,으로,5,떠밀다,0.6181491017341614,끌리다,0.4258541166782379
법률·법학,으로,6,으로도,0.5959460735321045,되돌아오다,0.41675710678100586
법률·법학,으로,7,음으로,0.5811930298805237,날아가다,0.41638126969337463
법률·법학,으로,8,양으로,0.5771607160568237,혈관,0.4157510995864868
법률·법학,으로,9,시나리오,0.5708715319633484,탄성,0.4157388508319855
법률·법학,으로,10,시원,0.5692206025123596,왜소행성,0.41442713141441345
법률·법학,에서,1,에서야,0.8138108849525452,에서도,0.6523822546005249
법률·법학,에서,2,에서가,0.7906768918037415,에서는,0.6363891363143921
법률·법학,에서,3,에서나,0.7871052026748657,에서의,0.5869608521461487
법률·법학,에서,4,에서와,0.7581706047058105,에서만,0.5365782380104065
법률·법학,에서,5,에서만,0.716564416885376,에서부터,0.4669467806816101
법률·법학,에서,6,에서도,0.7057799100875854,대부분,0.4659234583377838
법률·법학,에서,7,에서처럼,0.6954183578491211,오가다,0.45871618390083313
법률·법학,에서,8,에서의,0.6867841482162476,우연히,0.45816218852996826
법률·법학,에서,9,에서조차,0.6852959394454956,만나다,0.4507104158401489
법률·법학,에서,10,좁히다,0.63722163438797,마르다,0.44528695940971375
법률·법학,않다,1,단정,0.5950127243995667,승소,0.5105913281440735
법률·법학,않다,2,납득,0.5920637249946594,어렵다,0.5041141510009766
법률·법학,않다,3,말고는,0.5873315930366516,아무,0.49662068486213684
법률·법학,않다,4,차익거래,0.5865780711174011,자력,0.49509379267692566
법률·법학,않다,5,모르거나,0.5835970640182495,불완전하다,0.4913885295391083
법률·법학,않다,6,따름,0.5834519863128662,형식,0.49004966020584106
법률·법학,않다,7,쓸모,0.5795040726661682,머물다,0.4785479009151459
법률·법학,않다,8,뒤늦다,0.5790963768959045,지는,0.46966230869293213
법률·법학,않다,9,더없이,0.5761869549751282,이지,0.46618372201919556
법률·법학,않다,10,비현실적,0.5751328468322754,누리,0.46087267994880676
교육학,학습,1,학습자,0.7889760732650757,수업,0.7425167560577393
교육학,학습,2,교육활동,0.7034063935279846,학습자,0.7291643023490906
교육학,학습,3,체험학습,0.692844569683075,학생,0.7137012481689453
교육학,학습,4,창의성,0.6896193027496338,교육,0.6612986326217651
교육학,학습,5,교육자,0.6785227656364441,성취도,0.6414546966552734
교육학,학습,6,국어,0.6767571568489075,성취,0.6364220380783081
교육학,학습,7,협동,0.6761698722839355,교육활동,0.6189353466033936
교육학,학습,8,역량,0.6733523011207581,참여,0.6053388118743896
교육학,학습,9,글쓰기,0.6694923043251038,배움,0.5983564853668213
교육학,학습,10,교육학,0.66566401720047,교수,0.5920198559761047
교육학,학생,1,학급,0.7194539904594421,학습자,0.858539342880249
교육학,학생,2,대학생,0.7048061490058899,학습,0.7137013077735901
교육학,학생,3,남학생,0.6994421482086182,수업,0.678831934928894
교육학,학생,4,교사,0.6988922357559204,교사,0.6714324355125427
교육학,학생,5,중학생,0.6941801905632019,정기,0.6513686776161194
교육학,학생,6,학생회,0.6742141246795654,과목,0.6333122849464417
교육학,학생,7,초등학생,0.6717448234558105,참여,0.6226363182067871
교육학,학생,8,고등학생,0.6613666415214539,수준별,0.611793577671051
교육학,학생,9,여학생,0.6509786248207092,돌아보다,0.608207106590271
교육학,학생,10,학부모,0.6473224759101868,소외,0.596568763256073
교육학,으로,1,으로만,0.7000298500061035,소천체,0.4737514555454254
교육학,으로,2,으로까지,0.6821738481521606,달라붙다,0.4470098316669464
교육학,으로,3,으로나,0.6438743472099304,으로만,0.43267571926116943
교육학,으로,4,으로의,0.6355474591255188,정맥,0.4293229877948761
교육학,으로,5,떠밀다,0.6181491017341614,끌리다,0.4258541166782379
교육학,으로,6,으로도,0.5959460735321045,되돌아오다,0.41675710678100586
교육학,으로,7,음으로,0.5811930298805237,날아가다,0.41638126969337463
교육학,으로,8,양으로,0.5771607160568237,혈관,0.4157510995864868
교육학,으로,9,시나리오,0.5708715319633484,탄성,0.4157388508319855
교육학,으로,10,시원,0.5692206025123596,왜소행성,0.41442713141441345
자연과학,에서,1,에서야,0.8138108849525452,에서도,0.6523822546005249
자연과학,에서,2,에서가,0.7906768918037415,에서는,0.6363891363143921
자연과학,에서,3,에서나,0.7871052026748657,에서의,0.5869608521461487
자연과학,에서,4,에서와,0.7581706047058105,에서만,0.5365782380104065
자연과학,에서,5,에서만,0.716564416885376,에서부터,0.4669467806816101
자연과학,에서,6,에서도,0.7057799100875854,대부분,0.4659234583377838
자연과학,에서,7,에서처럼,0.6954183578491211,오가다,0.45871618390083313
자연과학,에서,8,에서의,0.6867841482162476,우연히,0.45816218852996826
자연과학,에서,9,에서조차,0.6852959394454956,만나다,0.4507104158401489
자연과학,에서,10,좁히다,0.63722163438797,마르다,0.44528695940971375
자연과학,으로,1,으로만,0.7000298500061035,소천체,0.4737514555454254
자연과학,으로,2,으로까지,0.6821738481521606,달라붙다,0.4470098316669464
자연과학,으로,3,으로나,0.6438743472099304,으로만,0.43267571926116943
자연과학,으로,4,으로의,0.6355474591255188,정맥,0.4293229877948761
자연과학,으로,5,떠밀다,0.6181491017341614,끌리다,0.4258541166782379
자연과학,으로,6,으로도,0.5959460735321045,되돌아오다,0.41675710678100586
자연과학,으로,7,음으로,0.5811930298805237,날아가다,0.41638126969337463
자연과학,으로,8,양으로,0.5771607160568237,혈관,0.4157510995864868
자연과학,으로,9,시나리오,0.5708715319633484,탄성,0.4157388508319855
자연과학,으로,10,시원,0.5692206025123596,왜소행성,0.41442713141441345
자연과학,않다,1,단정,0.5950127243995667,승소,0.5105913281440735
자연과학,않다,2,납득,0.5920637249946594,어렵다,0.5041141510009766
자연과학,않다,3,말고는,0.5873315930366516,아무,0.49662068486213684
자연과학,않다,4,차익거래,0.5865780711174011,자력,0.49509379267692566
자연과학,않다,5,모르거나,0.5835970640182495,불완전하다,0.4913885295391083
자연과학,않다,6,따름,0.5834519863128662,형식,0.49004966020584106
자연과학,않다,7,쓸모,0.5795040726661682,머물다,0.4785479009151459
자연과학,않다,8,뒤늦다,0.5790963768959045,지는,0.46966230869293213
자연과학,않다,9,더없이,0.5761869549751282,이지,0.46618372201919556
자연과학,않다,10,비현실적,0.5751328468322754,누리,0.46087267994880676
천문학,으로,1,으로만,0.7000298500061035,소천체,0.4737514555454254
천문학,으로,2,으로까지,0.6821738481521606,달라붙다,0.4470098316669464
천문학,으로,3,으로나,0.6438743472099304,으로만,0.43267571926116943
천문학,으로,4,으로의,0.6355474591255188,정맥,0.4293229877948761
천문학,으로,5,떠밀다,0.6181491017341614,끌리다,0.4258541166782379
천문학,으로,6,으로도,0.5959460735321045,되돌아오다,0.41675710678100586
천문학,으로,7,음으로,0.5811930298805237,날아가다,0.41638126969337463
천문학,으로,8,양으로,0.5771607160568237,혈관,0.4157510995864868
천문학,으로,9,시나리오,0.5708715319633484,탄성,0.4157388508319855
천문학,으로,10,시원,0.5692206025123596,왜소행성,0.41442713141441345
천문학,에서,1,에서야,0.8138108849525452,에서도,0.6523822546005249
천문학,에서,2,에서가,0.7906768918037415,에서는,0.6363891363143921
천문학,에서,3,에서나,0.7871052026748657,에서의,0.5869608521461487
천문학,에서,4,에서와,0.7581706047058105,에서만,0.5365782380104065
천문학,에서,5,에서만,0.716564416885376,에서부터,0.4669467806816101
천문학,에서,6,에서도,0.7057799100875854,대부분,0.4659234583377838
천문학,에서,7,에서처럼,0.6954183578491211,오가다,0.45871618390083313
천문학,에서,8,에서의,0.6867841482162476,우연히,0.45816218852996826
천문학,에서,9,에서조차,0.6852959394454956,만나다,0.4507104158401489
천문학,에서,10,좁히다,0.63722163438797,마르다,0.44528695940971375
천문학,우주,1,세트,0.7846342921257019,관측,0.6303231120109558
천문학,우주,2,우주상수,0.6931762099266052,천문학,0.6024707555770874
천문학,우주,3,팽창,0.6813128590583801,우주론,0.5933659076690674
천문학,우주,4,우주관,0.6806200742721558,천체,0.5870139598846436
천문학,우주,5,우주복,0.6752248406410217,기원,0.5792843103408813
천문학,우주,6,우주인,0.6481384634971619,연구,0.5638131499290466
천문학,우주,7,암흑에너지,0.6365700960159302,모임,0.5600112676620483
천문학,우주,8,빅뱅,0.6311718225479126,이론,0.5533339381217957
천문학,우주,9,시공간,0.6246798634529114,정보원,0.5508162975311279
천문학,우주,10,태초,0.6240345239639282,무대,0.5500594973564148
